query;find_id;session_id;position;same_video
"a flock of blak fishes swimming to the top";4481;2t0J-hiT;76;1
"a flock of blak fishes swimming to the top, flashlight fish, atlantic spadefish";4481;2t0J-hiT;32;1
"large greenish cloth on top of small sand rocks";646;2t0J-hiT;31;1
"holed reddish coral in sea";15450;2t0J-hiT;3279;0
"holed reddish coral in sea, smooth mounding coral";15450;2t0J-hiT;2218;0
"wrinkled coral with small fish in the centre, watter is almost not visible";10123;2t0J-hiT;7466;0
"wrinkled coral with small fish in the centre, watter is almost not visible, branching cauliflower coral";10123;2t0J-hiT;7509;0
"light with a camera closeup underwater";6030;2t0J-hiT;8145;0
"black-dotted white fish with bluish sand underwater";11643;2t0J-hiT;325;1
"coral bushes";9656;2t0J-hiT;81;0
"coral bushes, smooth mounding coral";9656;2t0J-hiT;54;1
"brown octopus";12785;2t0J-hiT;24;1
"three divers";4314;2t0J-hiT;78;0
"three divers, smooth mounding coral";4314;2t0J-hiT;111;0
"brown-white fish on sand";12525;2t0J-hiT;3;1
"fishes in front of a rock and blue water";4719;2t0J-hiT;520;0
"fishes in front of a rock and blue water, atlantic spadefish, atlantic trumpetfish";4719;2t0J-hiT;416;0
"coral bushes with blue water";9828;2t0J-hiT;8546;0
"coral bushes with blue water, smooth mounding coral, stanghorn coral, bamboo coral";9828;2t0J-hiT;6612;0
"shipwreck";10759;2t0J-hiT;294;1
"red fish on top of greenish coral and sand";13333;2t0J-hiT;41;1
"blue-yellow fish on top of sand and corals";9600;2t0J-hiT;12;1
"muddy greenish water with sand";590;2t0J-hiT;166;0
"muddy greenish water with sand, seagrass, seagrass bed";590;2t0J-hiT;127;0
