id;top
00032;[5318, 6034, 6521, 5270, 4965, 1586, 5186, 51, 2514, 6520]
00033;[50, 3842, 5807, 5914, 3642, 3790, 5472, 2071, 3974, 173]
00034;[2228, 2226, 4051, 2222, 2225, 2223, 6225, 3383, 2220, 5528]
00035;[2967, 5140, 4854, 5856, 618, 5139, 857, 6333, 3819, 904]
00036;[4082, 3712, 2604, 3862, 1431, 1138, 699, 4452, 2439, 5413]
00037;[1613, 1611, 2092, 4002, 1030, 4528, 3269, 4306, 6518, 2509]
00038;[3689, 1254, 5349, 4075, 245, 6272, 1207, 4970, 1687, 1287]
00039;[2537, 463, 4902, 5562, 4306, 3301, 2096, 628, 727, 4531]
00040;[6042, 6044, 4902, 3916, 628, 1613, 4856, 5269, 2013, 4991]
00041;[4376, 4384, 4438, 5334, 4293, 4375, 4397, 6089, 962, 4403]
00042;[2537, 4856, 4967, 5953, 2502, 4902, 6333, 1430, 3016, 1658]
00043;[1305, 951, 2309, 3319, 2448, 892, 1531, 4274, 6278, 5719]
00044;[941, 3509, 4322, 4878, 2264, 2262, 1418, 106, 4877, 1445]
00045;[4878, 264, 1462, 2263, 2987, 1176, 5811, 1791, 5689, 2735]
00046;[437, 1707, 2937, 5889, 151, 4098, 1957, 391, 3894, 5897]
00047;[451, 6690, 5383, 4189, 5713, 1445, 812, 5444, 5362, 2262]
00048;[521, 3900, 6711, 799, 6430, 5877, 5280, 6476, 3722, 1586]
00049;[3018, 2607, 1147, 3014, 3019, 1209, 2478, 2242, 3016, 1671]
00050;[6065, 290, 844, 4137, 4212, 840, 6753, 810, 6040, 49]
00051;[3285, 6333, 5918, 4627, 4835, 6034, 6621, 6585, 3003, 2394]
00052;[3285, 2394, 5819, 6333, 5140, 4492, 6152, 1864, 2251, 1275]
00053;[5039, 2553, 3752, 1781, 1551, 6254, 6536, 2950, 6087, 3139]
00054;[3187, 3186, 26, 3183, 4937, 4767, 727, 390, 6599, 5352]
00055;[26, 5344, 362, 3183, 539, 5677, 5638, 4399, 6724, 6708]
00056;[460, 2670, 106, 4501, 2264, 1240, 6227, 2319, 6625, 5571]
00057;[2616, 3366, 419, 2384, 418, 2615, 4208, 51, 4273, 4980]
00058;[5819, 2339, 1849, 2251, 2895, 1770, 5841, 6579, 1497, 572]
00059;[1705, 2251, 5932, 1843, 989, 5491, 70, 5430, 3487, 947]
00060;[1843, 2251, 1849, 4492, 5220, 5819, 1770, 24, 1705, 4627]
00061;[6034, 4657, 49, 6333, 5111, 5270, 3932, 4137, 3416, 3856]
00062;[5275, 3083, 890, 6034, 5682, 338, 3176, 2013, 2991, 5269]
00063;[3774, 5472, 3242, 5651, 5471, 4399, 6034, 5638, 3183, 2663]
00064;[3269, 1613, 2358, 414, 488, 4828, 5956, 3366, 6152, 5157]
00065;[3244, 3243, 6603, 717, 3934, 4740, 1655, 2087, 4177, 1586]
00066;[4177, 3127, 5481, 5255, 4380, 911, 5955, 5999, 2053, 1655]
00067;[973, 6603, 4740, 3679, 2087, 6328, 5853, 717, 2071, 3874]
00068;[6603, 5853, 6328, 1613, 4902, 3391, 1510, 3934, 5186, 2092]
00069;[2222, 6019, 2223, 2229, 5541, 2436, 3126, 338, 576, 3739]
00070;[2692, 2694, 2319, 6435, 3681, 5816, 4322, 5656, 3976, 6625]
00071;[70, 3197, 2616, 2384, 4208, 158, 2251, 2527, 302, 3153]
00072;[70, 4273, 2616, 3153, 1693, 119, 418, 2384, 419, 158]
00073;[1448, 4740, 2087, 5413, 4976, 5121, 1727, 85, 5070, 2844]
00074;[1448, 488, 4740, 5290, 3252, 6541, 5775, 6543, 5159, 1163]
00075;[470, 2741, 3952, 6356, 2742, 3953, 2302, 3155, 6034, 6324]
00076;[1935, 1934, 338, 6278, 4020, 1892, 1967, 4380, 6462, 1337]
00077;[1935, 1593, 1934, 5999, 6153, 3295, 5146, 6145, 4631, 1129]
00078;[3780, 4937, 5472, 6513, 5471, 1313, 5687, 5786, 3533, 4850]
00079;[3187, 330, 2629, 1720, 6246, 5005, 1666, 3186, 4417, 4839]
00080;[890, 3083, 338, 6649, 6119, 2802, 5811, 369, 2130, 5070]
00081;[5746, 3143, 1021, 2, 6248, 3481, 3921, 3944, 877, 2338]
00082;[5486, 5485, 6333, 5087, 5491, 3269, 6034, 5085, 1393, 3487]
00083;[5486, 5485, 5087, 5352, 5551, 3269, 5275, 5085, 5367, 4631]
00084;[5485, 5486, 2384, 3269, 5087, 5367, 4835, 5085, 5275, 5590]
00085;[290, 928, 6327, 5359, 6364, 2036, 6278, 2130, 1214, 1421]
00086;[4339, 290, 2895, 2894, 5925, 1693, 4449, 480, 4140, 2197]
00087;[2709, 3810, 2577, 4708, 2919, 4710, 6387, 2734, 3635, 2664]
00088;[2769, 1878, 5123, 1882, 1161, 1558, 6555, 1421, 1879, 6067]
00089;[5637, 834, 322, 823, 1439, 3187, 6739, 1791, 2066, 6536]
00090;[2768, 3686, 638, 2283, 782, 2013, 2648, 2473, 5767, 1806]
00091;[5512, 5514, 3016, 505, 3142, 586, 5311, 4472, 5527, 3689]
00092;[3686, 638, 5225, 3409, 5496, 3290, 6764, 1490, 2473, 5234]
00093;[100, 2492, 1723, 5703, 5881, 6067, 3199, 1659, 5558, 4005]
00094;[507, 5883, 231, 5123, 3553, 463, 4930, 6555, 1921, 1430]
00095;[338, 2436, 5528, 5311, 5440, 5546, 1892, 3016, 5939, 1806]
00096;[5941, 6228, 338, 4072, 922, 3881, 638, 3220, 3251, 3670]
00097;[6228, 5941, 1659, 6067, 5889, 3350, 5605, 4037, 782, 5245]
00098;[1928, 6660, 4311, 5652, 1926, 6659, 24, 3016, 3804, 6236]
00099;[4627, 5486, 5956, 1613, 6333, 5841, 6034, 6543, 48, 24]
00100;[3198, 463, 956, 5990, 1027, 917, 4937, 5930, 5803, 4350]
00101;[6038, 6749, 5930, 684, 6039, 1664, 724, 4408, 426, 6503]
00102;[5845, 3814, 3187, 52, 3670, 2581, 5546, 4046, 4323, 1791]
00103;[1430, 2784, 5123, 982, 2941, 4902, 5925, 1358, 4281, 3934]
00104;[3525, 2769, 1725, 1421, 1027, 5123, 5249, 2953, 1127, 3567]
00105;[6039, 6038, 1727, 5931, 3300, 2953, 4582, 5837, 768, 6718]
00106;[6687, 3531, 449, 6274, 5780, 6438, 911, 5842, 3562, 695]
00107;[4605, 1703, 1337, 5183, 6268, 4474, 4108, 225, 5785, 78]
00108;[5157, 763, 6591, 1951, 2893, 5868, 3309, 3922, 2991, 6318]
00109;[4851, 6586, 6597, 6131, 6355, 5498, 1671, 6655, 4208, 3786]
00110;[49, 2366, 6152, 5132, 6655, 2616, 6333, 3003, 5490, 3786]
00111;[2358, 1671, 4851, 6655, 6132, 6659, 6479, 6358, 6597, 4867]
00112;[3187, 3186, 6415, 2229, 2768, 4894, 2657, 3598, 3457, 2914]
00113;[1558, 3781, 1948, 813, 281, 6555, 3525, 1161, 2486, 4955]
00114;[5441, 5554, 3922, 4311, 4341, 5087, 4115, 1677, 6236, 5311]
00115;[3922, 24, 5441, 4311, 6660, 1926, 554, 1187, 4115, 5087]
00116;[3922, 1926, 1928, 4311, 554, 5441, 4115, 24, 1187, 6236]
00117;[3922, 4311, 1677, 1926, 554, 5087, 5441, 24, 3077, 1928]
00118;[70, 5087, 5932, 1705, 1475, 24, 1148, 2384, 5085, 5084]
00119;[2735, 6582, 1705, 70, 3153, 5103, 1864, 5775, 1148, 3285]
00120;[1491, 3778, 4320, 2293, 2966, 6457, 4628, 3625, 514, 535]
00121;[2535, 4438, 4824, 2537, 4838, 4837, 5111, 1745, 6216, 4210]
00122;[4006, 1381, 1316, 5095, 3187, 6084, 4371, 1355, 4299, 1335]
00123;[4006, 1745, 4210, 6085, 1416, 4300, 356, 1335, 869, 5995]
00124;[3187, 3186, 2009, 4951, 4772, 4775, 273, 2166, 2506, 2287]
00125;[4772, 3988, 4951, 2166, 1496, 357, 3081, 2009, 4417, 1813]
00126;[4772, 4463, 2128, 2644, 5868, 2009, 2166, 4580, 4951, 6562]
00127;[3187, 3186, 2009, 4775, 4951, 4772, 2506, 3988, 4337, 2287]
00128;[1745, 4598, 3736, 4772, 3187, 1813, 2148, 4951, 1422, 1639]
00129;[5005, 727, 3187, 6042, 4011, 2003, 2202, 2952, 6044, 5269]
00130;[24, 877, 3077, 1926, 1224, 2, 1928, 313, 343, 4291]
00131;[3282, 3814, 5889, 338, 3963, 1716, 768, 1867, 4267, 1599]
00132;[165, 3641, 3224, 5471, 1727, 2805, 164, 557, 643, 5222]
00133;[4180, 2070, 5384, 150, 2655, 4601, 382, 5159, 3512, 2942]
00134;[5930, 24, 3077, 343, 3198, 6476, 313, 2160, 1722, 3844]
00135;[1849, 1464, 4111, 5947, 1843, 969, 5294, 2192, 5260, 572]
00136;[690, 3815, 6112, 1017, 1586, 5999, 5360, 6107, 6113, 5814]
00137;[5868, 3659, 4616, 5590, 4273, 3536, 3203, 206, 4587, 4719]
00138;[5367, 5087, 1896, 4101, 70, 5085, 4627, 5518, 49, 5275]
00139;[5730, 6626, 6159, 877, 5119, 4242, 3916, 3119, 6436, 4805]
00140;[3840, 5115, 1371, 3768, 5622, 1809, 5210, 123, 122, 137]
00141;[5535, 5534, 6562, 5449, 4834, 5533, 306, 4057, 1092, 5800]
00142;[5087, 5486, 5485, 6460, 5491, 2251, 2786, 4115, 3269, 5880]
00143;[6061, 5853, 1510, 1254, 2495, 2013, 5528, 5051, 2706, 2878]
00144;[5087, 5551, 5491, 554, 2384, 5085, 5486, 2698, 1887, 3353]
00145;[1531, 1305, 4028, 4025, 356, 245, 3997, 4306, 2309, 5472]
00146;[5856, 6039, 5569, 6038, 6769, 1656, 620, 684, 581, 6751]
00147;[2903, 3814, 4366, 3187, 2581, 4428, 4767, 300, 4766, 5216]
00148;[1338, 1916, 1080, 4702, 4241, 4658, 300, 1399, 3619, 6696]
00149;[1586, 1399, 2442, 4283, 4686, 1857, 4269, 1338, 2053, 1080]
00150;[70, 2616, 158, 1705, 2615, 152, 3153, 4208, 302, 5502]
00151;[5890, 5899, 2408, 5498, 6597, 6655, 4512, 6355, 3469, 1982]
00152;[70, 5554, 158, 2735, 5085, 2616, 3153, 6503, 5087, 6664]
00153;[70, 2616, 158, 419, 4208, 2615, 4273, 418, 4213, 2384]
00154;[152, 5702, 5489, 5524, 5490, 2862, 5889, 372, 113, 6227]
00155;[4473, 70, 2735, 6664, 158, 2867, 2616, 2639, 6503, 3300]
00156;[4271, 4269, 4686, 2329, 5271, 420, 6525, 1399, 5277, 1151]
00157;[5005, 3187, 3186, 4866, 1075, 5275, 3842, 6215, 5829, 6479]
00158;[1928, 6660, 2361, 1926, 2780, 2407, 4311, 2745, 4310, 5157]
00159;[1659, 852, 5060, 2665, 5226, 189, 5110, 2178, 4381, 5691]
00160;[717, 6603, 1920, 6452, 973, 4740, 3679, 6437, 3808, 4600]
00161;[6603, 1613, 973, 4740, 2087, 717, 3679, 1611, 2638, 1162]
00162;[5721, 5722, 4859, 2786, 4331, 6544, 22, 6435, 5762, 2129]
00163;[1928, 1926, 6660, 1622, 4310, 4898, 6659, 3918, 5157, 1677]
00164;[298, 527, 6709, 5223, 4898, 4634, 5344, 2656, 1320, 1001]
00165;[6599, 838, 2038, 165, 2001, 2150, 2053, 893, 3187, 2169]
00166;[6683, 4299, 322, 6397, 3183, 3153, 5857, 5390, 6602, 2604]
00167;[1504, 3977, 1503, 5178, 932, 5739, 1502, 618, 5653, 3920]
00168;[5739, 932, 5178, 3977, 6728, 5176, 1504, 4197, 5177, 5653]
00169;[4811, 3737, 4748, 5968, 2627, 1590, 5451, 6644, 3764, 5469]
00170;[840, 2452, 305, 960, 1946, 861, 4530, 4289, 5356, 453]
00171;[5888, 5343, 5906, 5292, 5887, 5868, 5340, 2040, 6370, 5334]
00172;[24, 4115, 1928, 5799, 6236, 3731, 5800, 3077, 5134, 4991]
00173;[24, 1928, 4311, 5087, 4115, 6333, 5652, 554, 2640, 3922]
00174;[4811, 3737, 4748, 5968, 2627, 5451, 1590, 6644, 3764, 5469]
00175;[4937, 6335, 3952, 3718, 1376, 6227, 4310, 1892, 4702, 4254]
00176;[3222, 392, 386, 6237, 6463, 4290, 1801, 2824, 4340, 2274]
00177;[5632, 1801, 338, 6190, 5471, 3282, 1892, 5472, 5897, 595]
00178;[2742, 1075, 2991, 4323, 3155, 3670, 4020, 3718, 3953, 6034]
00179;[4310, 1967, 1305, 1804, 5472, 4399, 5070, 3780, 1015, 2991]
00180;[4310, 1804, 4399, 369, 1305, 5472, 3155, 2991, 6034, 1351]
00181;[4310, 1804, 2027, 2013, 1967, 5546, 4020, 2991, 2230, 5999]
00182;[5551, 5490, 372, 5087, 5489, 5554, 6333, 5524, 5510, 3299]
00183;[5551, 5490, 5486, 5489, 2427, 5554, 5545, 5544, 5485, 5405]
00184;[4592, 743, 667, 6341, 4319, 1086, 983, 906, 2968, 2574]
00185;[3263, 4632, 3284, 6034, 3153, 4146, 3881, 3691, 1802, 5639]
00186;[5947, 4967, 1726, 1861, 5946, 475, 6588, 934, 5220, 4105]
00187;[6312, 6682, 5924, 934, 1726, 2177, 5947, 6588, 1861, 1490]
00188;[5947, 5159, 5841, 5946, 1849, 4720, 5095, 2509, 1864, 2339]
00189;[5946, 6005, 1860, 5017, 2346, 475, 5947, 1861, 6312, 3050]
00190;[792, 1745, 5868, 4210, 5821, 3187, 6252, 3934, 2573, 1382]
00191;[2668, 1773, 1882, 1878, 5962, 4281, 1154, 2617, 1892, 463]
00192;[6358, 133, 2990, 6197, 6196, 6769, 1929, 2392, 4863, 1021]
00193;[2181, 5932, 1533, 4792, 5041, 2644, 5880, 3250, 2071, 4701]
00194;[5632, 6709, 6708, 5428, 4399, 6769, 1305, 3192, 4670, 2355]
00195;[595, 5447, 561, 5623, 5687, 5651, 592, 4395, 3580, 5737]
00196;[4253, 1639, 3187, 5352, 1813, 1648, 3970, 4300, 1316, 1335]
00197;[4253, 1316, 5352, 1813, 1639, 1648, 5324, 5994, 2155, 1061]
00198;[4253, 1316, 5352, 1061, 6599, 1813, 1639, 3186, 3187, 1648]
00199;[4253, 5352, 1316, 3187, 6599, 1648, 3970, 1061, 1813, 2155]
00200;[443, 2761, 521, 6034, 156, 5186, 4653, 4712, 1922, 3616]
00201;[4474, 1928, 4311, 6660, 3481, 313, 3432, 5652, 6126, 1926]
00202;[5140, 857, 1738, 2358, 2374, 3541, 5653, 2356, 617, 4197]
00203;[3666, 1324, 6603, 5586, 973, 4306, 2412, 2071, 1264, 1613]
00204;[3371, 4029, 1925, 4028, 1189, 3362, 5898, 3468, 1781, 1264]
00205;[5936, 6620, 5819, 3681, 1555, 2390, 1497, 623, 3358, 142]
00206;[566, 2440, 6239, 6689, 2439, 4331, 509, 2895, 389, 1136]
00207;[6077, 259, 6435, 3137, 2707, 6432, 3445, 6581, 2706, 2875]
00208;[4492, 5087, 5945, 6312, 5085, 4627, 4835, 6588, 6333, 6621]
00209;[4492, 6312, 5945, 6588, 4627, 4137, 611, 5087, 4835, 4105]
00210;[4400, 1613, 5596, 2526, 3738, 784, 2303, 5096, 3570, 6041]
00211;[6602, 6148, 1792, 6601, 1713, 5060, 4943, 4945, 3752, 5132]
00212;[2088, 3919, 1763, 3920, 6325, 6255, 3000, 3727, 4996, 4205]
00213;[5680, 1894, 5449, 437, 4844, 616, 1187, 5679, 5293, 5725]
00214;[4710, 3653, 5911, 3654, 4517, 4515, 4706, 4511, 106, 6435]
00215;[5490, 372, 5551, 5554, 2591, 4627, 1148, 2408, 4137, 1705]
00216;[5551, 5554, 1843, 70, 2384, 2616, 5085, 3269, 1849, 2371]
00217;[1770, 1640, 6227, 3198, 24, 5926, 5557, 2251, 2339, 3506]
00218;[3285, 5819, 4492, 857, 5442, 6333, 2394, 5140, 24, 6630]
00219;[3285, 6333, 2394, 3153, 4835, 4492, 5819, 1864, 857, 4854]
00220;[3014, 5819, 2478, 5187, 372, 1209, 6630, 3049, 4492, 2354]
00221;[1853, 4457, 619, 6728, 2792, 932, 6624, 4197, 6583, 617]
00222;[4105, 5283, 5947, 6588, 1870, 6579, 488, 6621, 5377, 5945]
00223;[4105, 2127, 5200, 5305, 1982, 6579, 2423, 4402, 6138, 5283]
00224;[2786, 2301, 2300, 5486, 5502, 1725, 3177, 6544, 4859, 3291]
00225;[2251, 5590, 5841, 4828, 24, 4750, 4627, 314, 6476, 2919]
00226;[5486, 5087, 5485, 3269, 2384, 5085, 6333, 4213, 3916, 6311]
00227;[5486, 5485, 5087, 6333, 4835, 6034, 5352, 3916, 4197, 5085]
00228;[4478, 2617, 4612, 3198, 3918, 783, 1659, 6157, 5231, 5474]
00229;[6278, 4281, 5070, 3271, 2399, 1804, 1575, 5687, 638, 995]
00230;[2741, 2742, 5481, 6356, 1947, 6034, 3636, 3154, 3952, 470]
00231;[6603, 3187, 4785, 4474, 3186, 4740, 6536, 3400, 3016, 4680]
00232;[6603, 973, 2071, 2155, 717, 1613, 4306, 4922, 4740, 2530]
00233;[5472, 6603, 4740, 1967, 1448, 5651, 973, 4243, 5638, 2087]
00234;[5472, 5471, 3780, 4399, 5596, 3187, 5638, 2804, 2805, 6709]
00235;[1381, 549, 2558, 2155, 355, 1316, 4006, 4173, 1531, 3487]
00236;[1158, 938, 4245, 2215, 5, 1088, 3875, 5150, 2455, 4949]
00237;[5200, 488, 4105, 5897, 4031, 6138, 4828, 6215, 3814, 5283]
00238;[4750, 2845, 2844, 6592, 2973, 3874, 6031, 2784, 711, 3918]
00239;[3206, 369, 3470, 2371, 3311, 3071, 6500, 3918, 2049, 3083]
00240;[3300, 3934, 5687, 2890, 6460, 3997, 5590, 6067, 1358, 5123]
00241;[5486, 5485, 5275, 6215, 605, 3251, 3606, 4233, 1801, 6336]
00242;[5485, 5486, 5087, 3269, 5085, 2384, 6388, 70, 6621, 3410]
00243;[5087, 4115, 24, 5486, 3269, 5085, 2384, 4213, 5590, 5367]
00244;[3183, 3187, 1438, 1439, 3186, 4768, 5638, 4632, 3170, 5807]
00245;[1745, 3187, 1890, 5868, 1390, 4565, 5786, 3440, 2984, 4438]
00246;[6031, 4785, 2042, 1390, 3619, 6164, 1034, 3952, 3282, 3854]
00247;[1034, 5349, 6536, 1948, 1390, 2303, 6681, 347, 5348, 1502]
00248;[3187, 1537, 3201, 1295, 5019, 4768, 5376, 1496, 3186, 3399]
00249;[260, 3639, 5613, 920, 2961, 5194, 2900, 2412, 2389, 6587]
00250;[4866, 6398, 4240, 1878, 3525, 3606, 4241, 4239, 4137, 5802]
00251;[1263, 1806, 3173, 3183, 1331, 5005, 1277, 1318, 3832, 6670]
00252;[2582, 3183, 5868, 5807, 4730, 36, 5357, 3047, 6085, 5843]
00253;[2358, 3639, 5653, 2374, 5140, 617, 3920, 857, 3285, 142]
00254;[6585, 2358, 24, 142, 6152, 6333, 3366, 1520, 2616, 5140]
00255;[2913, 225, 2874, 4474, 2740, 5094, 1656, 4319, 667, 620]
00256;[3187, 1399, 5005, 4662, 5838, 4171, 3186, 4937, 3276, 5353]
00257;[5928, 4452, 4898, 1798, 893, 5200, 4588, 414, 5704, 1727]
00258;[6744, 4750, 2381, 4978, 5590, 6621, 2184, 3689, 3430, 2251]
00259;[6744, 2381, 312, 4750, 653, 3689, 3424, 2184, 6621, 4627]
00260;[6744, 2184, 6621, 414, 2381, 2363, 1613, 1612, 3252, 3044]
00261;[6744, 4632, 2381, 414, 4898, 6034, 3689, 2184, 3333, 6621]
00262;[5087, 3922, 24, 5104, 1926, 5085, 6227, 6250, 1677, 4140]
00263;[3252, 24, 3366, 6152, 5087, 554, 4213, 5134, 5486, 5652]
00264;[1928, 1926, 5087, 3922, 2630, 4341, 1677, 792, 4311, 6333]
00265;[6050, 5433, 6214, 4231, 5448, 5150, 925, 3316, 4137, 6215]
00266;[4412, 4861, 2251, 2698, 6152, 5448, 6241, 4860, 5491, 1764]
00267;[863, 6444, 2794, 2816, 3670, 3753, 638, 5881, 5586, 3686]
00268;[6050, 628, 3875, 6214, 6215, 938, 5066, 1088, 2582, 4311]
00269;[6050, 4245, 6214, 3875, 4231, 5150, 938, 5433, 4236, 5199]
00270;[2389, 5101, 5194, 2961, 2357, 5202, 6528, 487, 6583, 4604]
00271;[2036, 478, 1878, 6174, 5042, 3465, 1558, 1879, 3525, 6555]
00272;[5296, 1160, 5528, 5297, 5651, 1318, 2590, 711, 6513, 3167]
00273;[266, 265, 3964, 223, 4658, 1338, 4810, 5448, 6181, 264]
00274;[5448, 6214, 6215, 4740, 266, 264, 265, 2457, 223, 628]
00275;[1613, 4740, 6214, 628, 6215, 4810, 5448, 266, 521, 265]
00276;[2357, 3441, 5644, 5982, 3289, 2354, 5370, 259, 2293, 3591]
00277;[4492, 5819, 2394, 5187, 2251, 3285, 6630, 2389, 6333, 6585]
00278;[2389, 5819, 4492, 3014, 4828, 6630, 6333, 1849, 6585, 5087]
00279;[3285, 857, 2394, 2389, 5140, 4854, 3153, 4084, 6333, 2527]
00280;[4825, 3780, 5638, 4657, 4158, 4936, 5735, 3624, 4299, 4261]
00281;[1666, 5930, 4319, 4636, 405, 6709, 6476, 2472, 3199, 2735]
00282;[119, 3153, 2274, 5576, 2913, 2735, 3796, 6034, 3183, 4936]
00283;[4947, 5002, 6599, 1198, 4152, 6403, 4154, 4394, 1838, 4945]
00284;[3235, 3815, 5422, 4880, 699, 1684, 1197, 1166, 6599, 1165]
00285;[2338, 274, 4674, 6599, 2139, 5858, 4880, 826, 4416, 4696]
00286;[6599, 1425, 5744, 3779, 6403, 4152, 5002, 4880, 6401, 3381]
00287;[6435, 2692, 2347, 6133, 4515, 4481, 4479, 2875, 2708, 2706]
00288;[5087, 3628, 2987, 4878, 6649, 2043, 214, 668, 546, 290]
00289;[1355, 3187, 3186, 1648, 1439, 1635, 1399, 2008, 33, 87]
00290;[5653, 3920, 1505, 618, 1504, 5140, 6585, 70, 1502, 1503]
00291;[638, 5311, 6190, 1613, 342, 783, 1801, 5260, 6136, 5999]
00292;[3470, 1613, 5311, 369, 3641, 5428, 4025, 4380, 6042, 4399]
00293;[3187, 3186, 4483, 165, 2367, 3391, 1318, 4866, 2259, 3442]
00294;[3774, 4564, 3641, 3242, 4483, 2544, 1305, 2914, 3083, 2247]
00295;[3774, 1305, 6708, 4505, 1801, 1531, 338, 2027, 3083, 4380]
00296;[3186, 3187, 1061, 4253, 3276, 1813, 727, 5277, 5352, 923]
00297;[1801, 3774, 2914, 6563, 5272, 1305, 243, 2596, 111, 1205]
00298;[1801, 4380, 5877, 5113, 1305, 5875, 3083, 6136, 3305, 1547]
00299;[5311, 3641, 4942, 5546, 1305, 2013, 783, 3083, 609, 104]
00300;[3187, 3186, 1755, 4505, 1061, 1801, 3774, 2914, 2234, 727]
00301;[4380, 1305, 338, 5877, 1801, 3641, 1531, 3083, 5428, 221]
00302;[5875, 1547, 4380, 5682, 5856, 4273, 2991, 3470, 1967, 2596]
00303;[4695, 1801, 5877, 245, 1305, 3774, 2437, 5637, 6709, 338]
00304;[4380, 5877, 4505, 91, 5875, 111, 4273, 3083, 338, 1305]
00305;[5877, 4902, 1801, 104, 5404, 5546, 4856, 5472, 3724, 5682]
00306;[4828, 1622, 430, 6136, 6657, 4936, 1024, 6119, 1547, 1154]
00307;[5286, 1973, 567, 568, 2880, 490, 4373, 1938, 4179, 4460]
00308;[6519, 6513, 4038, 6514, 6515, 4144, 5596, 1755, 4058, 5423]
00309;[2358, 934, 2354, 6333, 6579, 5187, 6152, 1887, 5491, 617]
00310;[2358, 2354, 5819, 5775, 5187, 6579, 5101, 934, 5370, 2394]
00311;[6603, 973, 717, 3679, 2087, 4740, 741, 3067, 6437, 3392]
00312;[5039, 1781, 6662, 4949, 3139, 3321, 2756, 6020, 3530, 6452]
00313;[6228, 1460, 638, 586, 150, 6448, 2070, 6621, 584, 5384]
00314;[783, 638, 313, 586, 5906, 100, 3016, 5558, 5687, 2919]
00315;[5952, 4205, 4003, 1712, 1755, 727, 3177, 6042, 4937, 1297]
00316;[4937, 727, 4850, 4558, 3780, 5952, 3186, 5790, 5838, 3187]
00317;[4937, 2016, 727, 3500, 3186, 4850, 3187, 3183, 3974, 5596]
00318;[3375, 4686, 1399, 4055, 6333, 1712, 1864, 6082, 3804, 6725]
00319;[2668, 4241, 988, 1481, 5694, 5756, 6190, 1916, 3041, 5848]
00320;[3271, 1475, 5260, 5123, 2542, 49, 2188, 705, 3146, 6740]
00321;[5106, 3491, 4241, 911, 1475, 3316, 750, 1484, 5807, 5808]
00322;[6217, 1949, 24, 771, 4991, 4211, 1352, 1240, 3077, 6305]
00323;[842, 2515, 5914, 4676, 6525, 1435, 3826, 973, 3842, 1531]
00324;[663, 5715, 908, 6248, 1677, 5537, 2264, 3619, 3497, 716]
00325;[1491, 1018, 6464, 3393, 325, 155, 1533, 2547, 4636, 3072]
00326;[3876, 5868, 5670, 4676, 4837, 4677, 3881, 5344, 4231, 5278]
00327;[1613, 5472, 3952, 6525, 2071, 4902, 356, 4399, 5270, 3625]
